Epoch id,t,Attendance,Contagion,Present contagion,New infections,New infections cost,Recovered,Revenues,Total costs
3,1,1193,100,64,0,0,0,0,0
3,2,763,100,0,0,0,0,0,0
3,3,903,100,0,0,0,0,0,0
3,4,924,100,0,0,0,0,0,0
3,5,807,100,0,0,0,0,0,0
3,6,1108,168,68,68,10200,0,0,10200
3,7,666,226,79,58,8700,0,0,8700
3,8,1004,226,108,0,0,0,0,0
3,9,815,226,56,0,0,0,0,0
3,10,975,226,56,0,0,0,0,0
3,11,866,126,0,0,0,100,0,0
3,12,1007,185,59,59,8850,0,0,8850
3,13,918,284,134,99,14850,0,0,14850
3,14,927,359,149,75,11250,0,0,11250
3,15,872,359,139,0,0,0,0,0
3,16,860,359,94,0,0,0,0,0
3,17,917,291,52,0,0,68,0,0
3,18,899,276,43,43,6450,58,0,6450
3,19,1024,397,148,121,18150,0,0,18150
3,20,902,548,205,151,22650,0,0,22650
3,21,928,649,245,101,15150,0,0,15150
3,22,823,649,201,0,0,0,0,0
3,23,834,590,115,0,0,59,0,0
3,24,930,491,90,0,0,99,0,0
3,25,925,532,116,116,17400,75,0,17400
3,26,1001,930,286,398,59700,0,0,59700
3,27,929,1143,431,213,31950,0,0,31950
3,28,697,1266,325,123,18450,0,0,18450
3,29,766,1223,352,0,0,43,0,0
3,30,743,1102,179,0,0,121,0,0
3,31,857,1035,160,84,12600,151,0,12600
3,32,1080,1417,424,483,72450,101,0,72450
3,33,888,1652,596,235,35250,0,0,35250
3,34,770,1795,627,143,21450,0,0,21450
3,35,762,1795,685,0,0,0,0,0
3,36,722,1679,552,0,0,116,0,0
3,37,807,1281,332,0,0,398,0,0
3,38,1185,1266,524,198,29700,213,0,29700
3,39,825,1344,469,201,30150,123,0,30150
3,40,1022,1604,683,260,39000,0,0,39000
3,41,878,1604,672,0,0,0,0,0
3,42,745,1520,485,0,0,84,0,0
3,43,928,1037,275,0,0,483,0,0
3,44,949,936,235,134,20100,235,0,20100
3,45,1040,1257,350,464,69600,143,0,69600
3,46,967,1517,621,260,39000,0,0,39000
3,47,746,1746,517,229,34350,0,0,34350
3,48,726,1746,614,0,0,0,0,0
3,49,620,1548,343,0,0,198,0,0
3,50,799,1443,313,96,14400,201,0,14400
3,51,1096,1431,480,248,37200,260,0,37200
3,52,924,1576,628,145,21750,0,0,21750
3,53,931,1789,718,213,31950,0,0,31950
3,54,898,1789,785,0,0,0,0,0
3,55,751,1655,540,0,0,134,0,0
3,56,933,1191,410,0,0,464,0,0
3,57,1017,1136,393,205,30750,260,0,30750
3,58,929,1178,390,271,40650,229,0,40650
3,59,1015,1464,594,286,42900,0,0,42900
3,60,821,1648,526,184,27600,0,0,27600
3,61,764,1552,503,0,0,96,0,0
3,62,715,1304,259,0,0,248,0,0
3,63,902,1298,316,139,20850,145,0,20850
3,64,993,1417,407,332,49800,213,0,49800
3,65,929,1593,636,176,26400,0,0,26400
3,66,912,1827,678,234,35100,0,0,35100
3,67,784,1827,700,0,0,0,0,0
3,68,703,1622,464,0,0,205,0,0
3,69,889,1446,439,95,14250,271,0,14250
3,70,1075,1348,529,188,28200,286,0,28200
3,71,871,1332,454,168,25200,184,0,25200
3,72,1026,1582,672,250,37500,0,0,37500
3,73,782,1582,581,0,0,0,0,0
3,74,799,1443,468,0,0,139,0,0
3,75,943,1176,355,65,9750,332,0,9750
3,76,964,1202,398,202,30300,176,0,30300
3,77,916,1273,388,305,45750,234,0,45750
3,78,994,1522,609,249,37350,0,0,37350
3,79,784,1727,525,205,30750,0,0,30750
3,80,717,1632,504,0,0,95,0,0
3,81,715,1444,324,0,0,188,0,0
3,82,885,1464,357,188,28200,168,0,28200
3,83,1065,1468,535,254,38100,250,0,38100
3,84,822,1596,573,128,19200,0,0,19200
3,85,947,1806,737,210,31500,0,0,31500
3,86,840,1741,698,0,0,65,0,0
3,87,750,1539,475,0,0,202,0,0
3,88,979,1362,444,128,19200,305,0,19200
3,89,1010,1293,498,180,27000,249,0,27000
3,90,893,1306,418,218,32700,205,0,32700
3,91,988,1581,592,275,41250,0,0,41250
3,92,782,1581,551,0,0,0,0,0
3,93,744,1393,372,0,0,188,0,0
3,94,909,1223,317,84,12600,254,0,12600
3,95,948,1297,402,202,30300,128,0,30300
3,96,983,1405,473,318,47700,210,0,47700
3,97,942,1597,630,192,28800,0,0,28800
3,98,752,1809,540,212,31800,0,0,31800
3,99,744,1681,567,0,0,128,0,0
3,100,747,1501,409,0,0,180,0,0
