Epoch id,t,Attendance,Contagion,Present contagion,New infections,New infections cost,Recovered,Revenues,Total costs
6,1,1500,0,0,0,0,0,0,0
6,2,1245,0,0,0,0,0,0,0
6,3,1353,0,0,0,0,0,0,0
6,4,1380,0,0,0,0,0,0,0
6,5,632,0,0,0,0,0,0,0
6,6,1363,0,0,0,0,0,0,0
6,7,1258,0,0,0,0,0,0,0
6,8,1364,0,0,0,0,0,0,0
6,9,1164,0,0,0,0,0,0,0
6,10,1437,0,0,0,0,0,0,0
6,11,980,0,0,0,0,0,0,0
6,12,1500,0,0,0,0,0,0,0
6,13,922,0,0,0,0,0,0,0
6,14,1429,0,0,0,0,0,0,0
6,15,1124,0,0,0,0,0,0,0
6,16,1400,0,0,0,0,0,0,0
6,17,1092,0,0,0,0,0,0,0
6,18,1412,0,0,0,0,0,0,0
6,19,1052,0,0,0,0,0,0,0
6,20,1433,0,0,0,0,0,0,0
6,21,1045,0,0,0,0,0,0,0
6,22,1370,0,0,0,0,0,0,0
6,23,1166,0,0,0,0,0,0,0
6,24,1285,0,0,0,0,0,0,0
6,25,1287,0,0,0,0,0,0,0
6,26,1248,0,0,0,0,0,0,0
6,27,1252,0,0,0,0,0,0,0
6,28,1275,0,0,0,0,0,0,0
6,29,1188,0,0,0,0,0,0,0
6,30,1360,0,0,0,0,0,0,0
6,31,1132,0,0,0,0,0,0,0
6,32,1328,0,0,0,0,0,0,0
6,33,1200,0,0,0,0,0,0,0
6,34,1313,0,0,0,0,0,0,0
6,35,1175,0,0,0,0,0,0,0
6,36,1301,0,0,0,0,0,0,0
6,37,1243,0,0,0,0,0,0,0
6,38,1235,0,0,0,0,0,0,0
6,39,1302,0,0,0,0,0,0,0
6,40,1182,0,0,0,0,0,0,0
6,41,1329,0,0,0,0,0,0,0
6,42,1149,0,0,0,0,0,0,0
6,43,1350,0,0,0,0,0,0,0
6,44,1176,0,0,0,0,0,0,0
6,45,1311,0,0,0,0,0,0,0
6,46,1218,0,0,0,0,0,0,0
6,47,1289,0,0,0,0,0,0,0
6,48,1241,0,0,0,0,0,0,0
6,49,1276,0,0,0,0,0,0,0
6,50,1236,0,0,0,0,0,0,0
6,51,1233,0,0,0,0,0,0,0
6,52,1310,0,0,0,0,0,0,0
6,53,1160,0,0,0,0,0,0,0
6,54,1322,0,0,0,0,0,0,0
6,55,1220,0,0,0,0,0,0,0
6,56,1256,0,0,0,0,0,0,0
6,57,1303,0,0,0,0,0,0,0
6,58,1181,0,0,0,0,0,0,0
6,59,1333,0,0,0,0,0,0,0
6,60,1169,0,0,0,0,0,0,0
6,61,1311,0,0,0,0,0,0,0
6,62,1214,0,0,0,0,0,0,0
6,63,1264,0,0,0,0,0,0,0
6,64,1282,0,0,0,0,0,0,0
6,65,1187,0,0,0,0,0,0,0
6,66,1308,0,0,0,0,0,0,0
6,67,1218,0,0,0,0,0,0,0
6,68,1255,0,0,0,0,0,0,0
6,69,1252,0,0,0,0,0,0,0
6,70,1212,0,0,0,0,0,0,0
6,71,1268,0,0,0,0,0,0,0
6,72,1302,0,0,0,0,0,0,0
6,73,1132,0,0,0,0,0,0,0
6,74,1386,0,0,0,0,0,0,0
6,75,1161,0,0,0,0,0,0,0
6,76,1275,0,0,0,0,0,0,0
6,77,1268,0,0,0,0,0,0,0
6,78,1210,0,0,0,0,0,0,0
6,79,1362,0,0,0,0,0,0,0
6,80,1102,0,0,0,0,0,0,0
6,81,1319,0,0,0,0,0,0,0
6,82,1218,0,0,0,0,0,0,0
6,83,1217,0,0,0,0,0,0,0
6,84,1311,0,0,0,0,0,0,0
6,85,1195,0,0,0,0,0,0,0
6,86,1293,0,0,0,0,0,0,0
6,87,1252,0,0,0,0,0,0,0
6,88,1253,0,0,0,0,0,0,0
6,89,1279,0,0,0,0,0,0,0
6,90,1204,0,0,0,0,0,0,0
6,91,1310,0,0,0,0,0,0,0
6,92,1159,0,0,0,0,0,0,0
6,93,1327,0,0,0,0,0,0,0
6,94,1153,0,0,0,0,0,0,0
6,95,1313,0,0,0,0,0,0,0
6,96,1230,0,0,0,0,0,0,0
6,97,1259,0,0,0,0,0,0,0
6,98,1275,0,0,0,0,0,0,0
6,99,1207,0,0,0,0,0,0,0
6,100,1267,0,0,0,0,0,0,0
