Epoch id,t,Attendance,Contagion,Present contagion,New infections,New infections cost,Recovered,Revenues,Capacity,A1,A1 cost,Total A costs,Total costs
1,1,1193,100,64,0,0,0,0,1500,0,0,0,0
1,2,763,100,0,0,0,0,0,1500,0,0,0,0
1,3,903,100,0,0,0,0,0,1500,0,0,0,0
1,4,924,100,0,0,0,0,0,1500,0,0,0,0
1,5,807,100,0,0,0,0,0,1500,0,0,0,0
1,6,1108,712,68,612,91800,0,0,1500,0,0,0,91800
1,7,657,936,247,224,33600,0,0,1500,0,0,0,33600
1,8,299,1008,137,72,10800,0,0,299,1,598,598,11398
1,9,299,1008,127,0,0,0,0,299,1,598,598,598
1,10,299,1008,69,0,0,0,0,299,1,598,598,598
1,11,299,908,0,0,0,100,0,299,1,598,598,598
1,12,299,1033,99,125,18750,0,0,299,1,598,598,19348
1,13,299,1057,200,24,3600,0,0,299,1,598,598,4198
1,14,299,1072,212,15,2250,0,0,299,1,598,598,2848
1,15,299,1080,218,8,1200,0,0,299,1,598,598,1798
1,16,299,1082,225,2,300,0,0,299,1,598,598,898
1,17,299,470,97,0,0,612,0,299,1,598,598,598
1,18,299,247,90,1,150,224,0,299,1,598,598,748
1,19,1211,546,102,371,55650,72,0,1500,0,0,0,55650
1,20,872,651,265,105,15750,0,0,1500,0,0,0,15750
1,21,783,722,176,71,10650,0,0,1500,0,0,0,10650
1,22,849,736,164,14,2100,0,0,1500,0,0,0,2100
1,23,810,617,43,6,900,125,0,1500,0,0,0,900
1,24,879,593,21,0,0,24,0,1500,0,0,0,0
1,25,1130,659,299,81,12150,15,0,1500,0,0,0,12150
1,26,939,678,337,27,4050,8,0,1500,0,0,0,4050
1,27,992,698,390,22,3300,2,0,1500,0,0,0,3300
1,28,1032,719,379,21,3150,0,0,1500,0,0,0,3150
1,29,874,741,313,23,3450,1,0,1500,0,0,0,3450
1,30,976,380,158,10,1500,371,0,1500,0,0,0,1500
1,31,1012,346,123,71,10650,105,0,1500,0,0,0,10650
1,32,860,298,120,23,3450,71,0,1500,0,0,0,3450
1,33,948,297,101,13,1950,14,0,1500,0,0,0,1950
1,34,924,298,92,7,1050,6,0,1500,0,0,0,1050
1,35,868,304,93,6,900,0,0,1500,0,0,0,900
1,36,965,226,68,3,450,81,0,1500,0,0,0,450
1,37,936,458,91,259,38850,27,0,1500,0,0,0,38850
1,38,901,666,192,230,34500,22,0,1500,0,0,0,34500
1,39,802,813,194,168,25200,21,0,1500,0,0,0,25200
1,40,299,809,114,19,2850,23,0,299,0,598,598,3448
1,41,299,814,93,15,2250,10,0,299,1,598,598,2848
1,42,299,750,44,7,1050,71,0,299,1,598,598,1648
1,43,299,838,71,111,16650,23,0,299,1,598,598,17248
1,44,299,872,169,47,7050,13,0,299,1,598,598,7648
1,45,299,884,189,19,2850,7,0,299,1,598,598,3448
1,46,299,892,190,14,2100,6,0,299,1,598,598,2698
1,47,299,897,199,8,1200,3,0,299,1,598,598,1798
1,48,299,642,136,4,600,259,0,299,1,598,598,1198
1,49,299,414,130,2,300,230,0,299,1,598,598,898
1,50,299,246,102,0,0,168,0,299,1,598,598,598
