,seed,n_exp,n_sim,num_weeks,num_agents,capacity,threshold,contagious_threshold,contagious_duration,SIR_AgentsRecoveryTime,people_memory_weight,contagious_thresholdNotPresent,num_contagious_agents,mean_attendance,mean_contagious,mean_present_contagious,std_attendance,std_contagious,std_present_contagious,argmax_acft_attendance,max_acft_attendance,argmax_acft_contagious,max_acft_contagious
70,98079179,5,70,200,2000,2000,0.98,0.26,4,5,0.12,0.52,50,1961.87,0.0,0.0,13.095537407834778,0.0,0.0,2,0.4526646378192476,0,0.0
71,55433822,5,71,200,2000,2000,0.78,0.63,8,3,0.33,0.97,50,1570.71,0.0,0.0,23.493528896272696,0.0,0.0,35,0.22542818961061215,0,0.0
72,95098264,5,72,200,2000,2000,0.63,0.89,7,2,0.9,0.51,50,1068.27,0.0,0.0,18.02046336807131,0.0,0.0,33,0.16913756697340712,0,0.0
73,35256649,5,73,200,2000,2000,0.51,0.9,4,5,0.48,0.75,50,949.76,0.0,0.0,8.279033760047122,0.0,0.0,19,0.3168003454795863,0,0.0
74,1996570,5,74,200,2000,2000,0.91,0.58,5,2,0.8,0.99,50,1812.55,0.0,0.0,13.921476214827218,0.0,0.0,13,0.16172323052513463,0,0.0
75,98292220,5,75,200,2000,2000,0.53,0.39,8,2,0.1,0.19,50,1073.47,0.0,0.0,17.50568764716199,0.0,0.0,4,0.49617004585753394,0,0.0
76,60208392,5,76,200,2000,2000,0.3,0.33,8,9,1.0,0.21,50,600.18,0.0,0.0,18.3092217202152,0.0,0.0,14,0.19048569986480823,0,0.0
77,78334428,5,77,200,2000,2000,0.22,0.28,2,2,0.36,0.35,50,73.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
78,56829453,5,78,200,2000,2000,0.78,0.08,1,1,0.27,0.67,50,1584.74,0.0,0.0,19.61204731791151,0.0,0.0,12,0.2667421881255973,0,0.0
79,26485101,5,79,200,2000,2000,0.28,0.25,1,10,0.61,1.0,50,36.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
80,57302093,5,80,200,2000,2000,0.04,0.41,8,1,0.72,0.57,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
81,11932611,5,81,200,2000,2000,0.65,0.29,4,10,0.4,0.23,50,1300.32,0.0,0.0,17.220847830464095,0.0,0.0,27,0.18673725441533093,0,0.0
82,12288479,5,82,200,2000,2000,0.05,0.73,3,2,0.1,0.44,50,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
83,92480336,5,83,200,2000,2000,0.71,0.91,4,1,0.47,0.12,50,1406.64,0.0,0.0,17.783992802517663,0.0,0.0,14,0.14771997632405706,0,0.0
84,24846455,5,84,200,2000,2000,0.19,0.27,6,8,0.14,0.82,50,105.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
85,11076158,5,85,200,2000,2000,0.85,0.5,6,1,0.51,0.57,50,1693.75,0.0,0.0,16.833523101240573,0.0,0.0,18,0.17046326766478162,0,0.0
86,3257764,5,86,200,2000,2000,0.59,0.99,1,6,0.56,0.49,50,1113.68,0.0,0.0,14.580041152205297,0.0,0.0,27,0.1378637824493264,0,0.0
87,71106881,5,87,200,2000,2000,0.11,0.5,3,6,0.03,0.81,50,39.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
88,83402955,5,88,200,2000,2000,0.84,0.89,1,9,0.24,0.25,50,1701.46,0.0,0.0,25.52231180751462,0.0,0.0,2,0.3238319380572328,0,0.0
89,20866134,5,89,200,2000,2000,0.89,0.02,5,10,0.67,0.78,50,1772.38,0.0,0.0,17.314028993853512,0.0,0.0,9,0.17602701487379216,0,0.0
90,18406382,5,90,200,2000,2000,0.64,0.41,5,10,0.39,0.29,50,1279.94,0.0,0.0,16.969867412563953,0.0,0.0,49,0.19484248014767871,0,0.0
91,71051695,5,91,200,2000,2000,0.9,0.03,3,4,0.24,0.99,50,1809.38,0.0,0.0,25.14787466168861,0.0,0.0,25,0.3097714540881028,0,0.0
92,71251687,5,92,200,2000,2000,0.19,0.55,3,2,0.06,0.44,50,115.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
93,28812184,5,93,200,2000,2000,0.54,0.87,9,4,0.02,0.84,50,1123.69,0.0,0.0,108.71896752637049,0.0,0.0,3,0.2998501200598429,0,0.0
94,70242572,5,94,200,2000,2000,0.74,0.93,9,6,0.41,0.83,50,1480.04,0.0,0.0,17.513377743884817,0.0,0.0,12,0.1466355067058252,0,0.0
95,63856521,5,95,200,2000,2000,0.71,0.64,7,10,0.51,0.62,50,1399.45,0.0,0.0,17.66486626046175,0.0,0.0,34,0.13775354713625323,0,0.0
96,45206525,5,96,200,2000,2000,0.71,0.16,3,6,0.84,0.33,50,1380.85,737.39,474.5,151.1858045584968,61.893439878552556,193.40059462162986,2,0.9512010214747925,10,0.8831759279183063
97,79862171,5,97,200,2000,2000,0.07,0.58,5,6,0.68,0.67,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
98,26030471,5,98,200,2000,2000,0.78,0.27,1,2,0.5,0.4,50,1549.15,0.0,0.0,16.69094065653581,0.0,0.0,20,0.21560909947503018,0,0.0
99,65160602,5,99,200,2000,2000,0.56,0.49,1,6,0.36,0.15,50,1120.29,0.0,0.0,14.370313148988785,0.0,0.0,18,0.16512730144756138,0,0.0
100,17250079,5,100,200,2000,2000,0.84,0.75,6,3,0.69,0.74,50,1662.72,0.0,0.0,16.261660431825526,0.0,0.0,39,0.24028528037948635,0,0.0
101,59492302,5,101,200,2000,2000,0.72,0.66,6,6,0.28,0.01,50,1465.48,0.0,0.0,23.42839303067968,0.0,0.0,16,0.3059368149806445,0,0.0
102,3930115,5,102,200,2000,2000,0.07,0.89,6,6,0.16,0.97,50,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
103,8066915,5,103,200,2000,2000,0.52,0.32,1,7,0.77,0.24,50,748.48,0.0,0.0,14.960267377289751,0.0,0.0,4,0.6276780978117115,0,0.0
104,82276692,5,104,200,2000,2000,0.35,0.78,4,7,0.17,0.1,50,583.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
105,35219582,5,105,200,2000,2000,0.66,0.64,1,3,0.67,0.48,50,1243.83,0.0,0.0,16.48214488469265,0.0,0.0,7,0.16943087177369157,0,0.0
106,6237281,5,106,200,2000,2000,0.53,0.86,3,5,0.33,0.1,50,1060.12,0.0,0.0,12.692738081280966,0.0,0.0,22,0.25825565343476614,0,0.0
107,89896108,5,107,200,2000,2000,0.75,0.56,8,1,0.22,0.4,50,1542.57,0.0,0.0,26.20849289829539,0.0,0.0,32,0.19598449871747106,0,0.0
108,64493482,5,108,200,2000,2000,0.74,0.97,7,6,0.34,0.94,50,1489.84,0.0,0.0,23.83263308994623,0.0,0.0,16,0.1869847730893122,0,0.0
109,17636367,5,109,200,2000,2000,1.0,0.55,1,6,0.15,0.91,50,2000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
110,95845762,5,110,200,2000,2000,0.69,0.08,1,2,0.51,0.64,50,1356.73,0.0,0.0,16.620382065403913,0.0,0.0,17,0.12448692445728687,0,0.0
111,10748316,5,111,200,2000,2000,0.2,0.06,2,7,0.91,0.75,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
112,46074222,5,112,200,2000,2000,0.35,0.68,7,1,0.53,0.5,50,208.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
113,60328965,5,113,200,2000,2000,0.73,0.56,5,2,0.46,0.92,50,1452.44,0.0,0.0,19.673494859836165,0.0,0.0,27,0.16496246444870688,0,0.0
114,20701243,5,114,200,2000,2000,0.95,0.13,3,6,0.67,0.32,50,1900.78,0.0,0.0,9.886940881789473,0.0,0.0,29,0.267078636053016,0,0.0
115,96603308,5,115,200,2000,2000,0.21,0.76,6,2,0.36,0.32,50,61.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
116,66269476,5,116,200,2000,2000,0.99,0.82,2,10,0.96,0.89,50,1979.97,0.0,0.0,4.86714495366637,0.0,0.0,25,0.11224043969589388,0,0.0
117,76825229,5,117,200,2000,2000,0.56,0.41,2,2,0.75,0.96,50,920.53,0.0,0.0,15.904373612311803,0.0,0.0,6,0.4420741010740896,0,0.0
118,84809659,5,118,200,2000,2000,0.46,0.88,5,4,0.68,0.1,50,514.21,0.0,0.0,3.5841177436016247,0.0,0.0,3,0.8161808047703939,0,0.0
119,50578054,5,119,200,2000,2000,0.72,0.21,7,5,0.03,0.49,50,1531.83,1177.27,954.14,214.86642618147675,262.4709833486361,242.79765320117903,3,0.29268115225122765,13,0.8358495279495589
120,99745001,5,120,200,2000,2000,0.97,0.63,6,1,0.85,0.59,50,1939.13,0.0,0.0,7.990813475485459,0.0,0.0,36,0.1356976560260977,0,0.0
121,50123534,5,121,200,2000,2000,0.7,0.72,2,6,0.92,0.92,50,1280.91,0.0,0.0,21.000997595352466,0.0,0.0,34,0.20303840972932505,0,0.0
122,79639077,5,122,200,2000,2000,0.36,0.53,8,9,0.89,0.65,50,10.07,0.0,0.0,0.2551470164434615,0.0,0.0,2,0.3840552995391705,0,0.0
123,49834939,5,123,200,2000,2000,0.03,0.59,6,4,0.06,0.3,50,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
124,18559012,5,124,200,2000,2000,0.26,0.07,7,6,0.36,0.27,50,133.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
125,28042961,5,125,200,2000,2000,0.51,0.05,9,7,0.68,0.03,50,786.56,0.0,0.0,12.092410843169363,0.0,0.0,2,0.6427439094445327,0,0.0
126,16091315,5,126,200,2000,2000,0.79,0.24,6,3,0.01,0.19,50,1666.67,0.0,0.0,211.79334526844795,0.0,0.0,12,0.43594191762213497,0,0.0
127,48577171,5,127,200,2000,2000,0.01,0.54,8,10,0.89,0.14,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
128,73291767,5,128,200,2000,2000,0.36,0.91,5,6,0.59,0.69,50,174.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
129,31343406,5,129,200,2000,2000,0.66,0.94,2,4,0.67,0.31,50,1249.16,0.0,0.0,18.318689909488615,0.0,0.0,17,0.18522523768201574,0,0.0
130,22831382,5,130,200,2000,2000,0.13,0.86,2,9,0.16,0.44,50,49.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
131,64332804,5,131,200,2000,2000,0.3,0.32,1,7,0.2,0.62,50,327.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
132,43174580,5,132,200,2000,2000,0.49,0.41,8,5,0.73,0.17,50,624.87,0.0,0.0,9.800668344556918,0.0,0.0,3,0.6502413040287093,0,0.0
133,97866336,5,133,200,2000,2000,0.16,0.26,8,4,0.86,0.33,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
134,44790799,5,134,200,2000,2000,0.14,0.34,2,4,0.39,0.79,50,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
135,19597235,5,135,200,2000,2000,0.99,0.25,9,3,0.71,0.85,50,1979.95,0.0,0.0,5.53782448259242,0.0,0.0,44,0.16817151707834055,0,0.0
136,38380868,5,136,200,2000,2000,0.98,0.9,5,1,0.94,0.36,50,1959.48,0.0,0.0,6.424141966052744,0.0,0.0,17,0.1652265105549845,0,0.0
137,98390871,5,137,200,2000,2000,0.96,0.79,7,6,0.98,0.06,50,1918.02,0.0,0.0,8.424939168919856,0.0,0.0,33,0.20660679970019563,0,0.0
138,60960066,5,138,200,2000,2000,0.53,0.65,5,2,0.35,0.5,50,1060.46,0.0,0.0,10.203352390268604,0.0,0.0,2,0.21471627649642094,0,0.0
139,56149806,5,139,200,2000,2000,0.76,0.49,7,5,0.11,0.62,50,1591.87,0.0,0.0,106.72325472922947,0.0,0.0,2,0.8509088727404222,0,0.0
140,80579836,5,140,200,2000,2000,0.97,0.94,1,2,0.53,0.21,50,1939.51,0.0,0.0,8.950413398273847,0.0,0.0,3,0.1307877927696826,0,0.0
141,82688050,5,141,200,2000,2000,0.58,0.67,3,3,0.36,0.47,50,1160.58,0.0,0.0,15.388424220822612,0.0,0.0,12,0.14072688084133853,0,0.0
142,56686721,5,142,200,2000,2000,0.34,0.32,1,8,0.01,0.1,50,558.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
143,35792881,5,143,200,2000,2000,0.17,0.41,6,4,0.81,0.18,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
144,2913633,5,144,200,2000,2000,0.88,0.3,3,10,0.29,0.59,50,1767.56,0.0,0.0,20.665101015964087,0.0,0.0,35,0.3550167850612953,0,0.0
145,10432685,5,145,200,2000,2000,0.09,0.28,4,4,0.91,0.16,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
146,2204111,5,146,200,2000,2000,0.02,0.79,8,10,0.37,0.63,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
147,92343538,5,147,200,2000,2000,0.34,0.76,1,1,0.78,0.48,50,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
148,64814070,5,148,200,2000,2000,0.26,0.15,3,4,0.22,0.08,50,215.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
149,73475389,5,149,200,2000,2000,0.99,0.44,2,1,0.88,0.84,50,1979.94,0.0,0.0,4.555919226676434,0.0,0.0,15,0.17360717658168107,0,0.0
150,8394581,5,150,200,2000,2000,0.89,0.18,2,2,0.64,0.62,50,1772.19,1167.76,1080.59,14.17229339239066,162.9808037776228,165.66086411702676,25,0.17327706855580102,5,0.9511546940273758
151,76384137,5,151,200,2000,2000,0.96,0.33,1,7,0.27,0.31,50,1921.18,0.0,0.0,13.791577139689283,0.0,0.0,20,0.42075668900716895,0,0.0
152,67393726,5,152,200,2000,2000,0.3,0.06,4,7,0.67,0.22,50,44.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
153,2500197,5,153,200,2000,2000,0.93,0.46,6,9,0.34,0.19,50,1861.19,0.0,0.0,21.532159668737368,0.0,0.0,2,0.25839822756705233,0,0.0
154,95276441,5,154,200,2000,2000,0.23,0.34,3,3,0.45,0.98,50,38.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
155,42942849,5,155,200,2000,2000,0.03,0.23,6,9,0.2,0.35,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
156,13169799,5,156,200,2000,2000,0.62,0.31,8,5,0.04,0.65,50,1317.66,1167.45,883.4,183.98762023571044,72.80060095905802,134.8347136311714,3,0.3698548453075758,14,0.7507695435456428
157,23740556,5,157,200,2000,2000,0.42,0.56,5,4,0.87,0.48,50,97.85,0.0,0.0,1.0897247358851683,0.0,0.0,3,0.2777473684210527,0,0.0
158,90400899,5,158,200,2000,2000,0.28,0.77,4,9,0.34,0.78,50,174.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
159,11496478,5,159,200,2000,2000,0.3,0.25,5,4,0.73,0.82,50,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
160,8694546,5,160,200,2000,2000,0.92,0.52,5,2,0.01,0.37,50,1883.21,0.0,0.0,96.50650703450002,0.0,0.0,16,0.2570709429625206,0,0.0
161,19556810,5,161,200,2000,2000,0.4,0.24,4,10,0.22,0.37,50,714.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
162,35689334,5,162,200,2000,2000,0.25,0.4,5,4,0.95,0.34,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
163,50788655,5,163,200,2000,2000,0.09,0.94,8,6,0.62,0.96,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
