,seed,n_exp,n_sim,num_weeks,num_agents,capacity,threshold,contagious_threshold,contagious_duration,SIR_AgentsRecoveryTime,people_memory_weight,contagious_thresholdNotPresent,num_contagious_agents,mean_attendance,mean_contagious,mean_present_contagious,std_attendance,std_contagious,std_present_contagious,argmax_acft_attendance,max_acft_attendance,argmax_acft_contagious,max_acft_contagious
51,65274003,7,51,200,2000,2000,0.39,0.66,2,7,0.15,0.37,50,777.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
52,94505580,7,52,200,2000,2000,0.24,0.63,6,4,0.36,0.74,50,90.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
53,99926224,7,53,200,2000,2000,0.44,0.7,2,3,0.14,0.23,50,877.51,0.0,0.0,0.8887631855561976,0.0,0.0,2,0.6002000253196617,0,0.0
54,35297287,7,54,200,2000,2000,0.94,0.2,6,4,0.96,0.36,50,1647.87,1182.97,830.84,497.6318449416195,677.3637051835594,702.0518459487162,12,0.885498804510197,12,0.8801137003690308
55,94095678,7,55,200,2000,2000,0.54,1.0,7,3,0.49,0.34,50,1027.84,0.0,0.0,11.84543794040558,0.0,0.0,4,0.2983284395614422,0,0.0
56,8516872,7,56,200,2000,2000,0.9,0.79,5,10,0.29,0.06,50,1805.41,0.0,0.0,19.586778704013582,0.0,0.0,16,0.29156305398341514,0,0.0
57,5189307,7,57,200,2000,2000,0.54,0.87,7,5,0.87,0.49,50,735.58,0.0,0.0,19.685111124908595,0.0,0.0,6,0.44481139271996456,0,0.0
58,45882902,7,58,200,2000,2000,0.72,0.48,1,5,0.28,0.61,50,1465.9,0.0,0.0,21.141665024306864,0.0,0.0,9,0.24458710875450262,0,0.0
59,9325923,7,59,200,2000,2000,0.57,1.0,2,2,0.92,0.71,50,821.41,0.0,0.0,20.938049097277425,0.0,0.0,5,0.2906191670245955,0,0.0
60,19181307,7,60,200,2000,2000,0.81,0.84,9,9,0.15,0.35,50,1670.62,0.0,0.0,30.521068133340282,0.0,0.0,2,0.43202032429034387,0,0.0
61,7787326,7,61,200,2000,2000,0.24,0.82,2,1,0.49,0.63,50,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
62,89219263,7,62,200,2000,2000,0.15,0.55,3,6,0.78,0.58,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
63,53441264,7,63,200,2000,2000,0.38,0.02,2,1,0.8,0.21,50,73.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
64,83524469,7,64,200,2000,2000,0.02,0.62,1,2,0.81,0.84,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
65,15727525,7,65,200,2000,2000,0.07,0.16,6,4,0.05,0.35,50,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
66,33639667,7,66,200,2000,2000,0.4,0.6,4,4,0.92,0.7,50,15.28,0.0,0.0,1.1142710621747296,0.0,0.0,7,0.4131056701030928,0,0.0
67,31796991,7,67,200,2000,2000,0.6,0.52,1,3,0.93,0.43,50,940.23,0.0,0.0,22.661798251683386,0.0,0.0,2,0.17554667630921664,0,0.0
68,83246349,7,68,200,2000,2000,0.17,0.77,2,7,0.73,0.41,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
69,37049766,7,69,200,2000,2000,0.9,0.3,2,9,0.28,0.68,50,1806.07,0.0,0.0,19.231357206396012,0.0,0.0,2,0.3750648636415623,0,0.0
70,36197262,7,70,200,2000,2000,0.61,0.61,5,6,0.98,0.41,50,1003.42,0.0,0.0,26.793349921202463,0.0,0.0,3,0.4910975929802548,0,0.0
71,6879023,7,71,200,2000,2000,0.87,0.24,3,7,0.31,0.64,50,1746.06,0.0,0.0,19.757439105309167,0.0,0.0,2,0.18925045932383847,0,0.0
72,92695132,7,72,200,2000,2000,0.13,0.38,7,1,0.2,0.89,50,33.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
73,44492826,7,73,200,2000,2000,0.04,0.7,2,1,0.87,0.32,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
74,884195,7,74,200,2000,2000,0.43,0.6,3,6,0.35,0.55,50,747.9,0.0,0.0,0.36055512754639896,0.0,0.0,2,0.5523076923076949,0,0.0
75,19359294,7,75,200,2000,2000,0.81,0.17,3,7,0.91,0.36,50,1580.07,0.0,0.0,15.980772822363754,0.0,0.0,13,0.18561718361799484,0,0.0
76,42412576,7,76,200,2000,2000,0.22,0.24,3,10,0.29,0.81,50,95.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
77,70210740,7,77,200,2000,2000,0.58,0.63,9,8,0.56,0.74,50,1092.12,0.0,0.0,15.696674807104849,0.0,0.0,15,0.20645297452448563,0,0.0
78,93876677,7,78,200,2000,2000,0.57,0.14,2,8,0.02,0.41,50,1201.72,0.0,0.0,159.08055066537833,0.0,0.0,3,0.4775646879708352,0,0.0
79,89944710,7,79,200,2000,2000,0.37,0.59,8,6,0.94,0.63,50,0.95,0.0,0.0,0.45552167895721507,0.0,0.0,2,0.2238554216867469,0,0.0
80,12571909,7,80,200,2000,2000,0.67,0.01,3,9,0.13,0.72,50,1402.84,570.82,482.71,41.41176644385023,85.14462754631087,72.3475355489045,2,0.7156804878367362,13,0.7816036536929254
81,19852526,7,81,200,2000,2000,0.21,0.06,2,7,0.45,0.13,50,35.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
82,71056797,7,82,200,2000,2000,0.88,0.86,2,2,1.0,0.25,50,1759.56,0.0,0.0,12.85092992744105,0.0,0.0,17,0.1571156743350142,0,0.0
83,49923395,7,83,200,2000,2000,0.76,0.87,4,3,0.26,1.0,50,1550.22,0.0,0.0,22.758989432749424,0.0,0.0,28,0.2640643772747387,0,0.0
84,74556554,7,84,200,2000,2000,0.95,0.05,5,8,0.18,0.57,50,1904.87,0.0,0.0,19.16123952149234,0.0,0.0,2,0.43201558695813824,0,0.0
85,85394244,7,85,200,2000,2000,0.73,0.58,9,1,0.85,0.55,50,1378.42,0.0,0.0,19.52033811182583,0.0,0.0,42,0.24877130071204454,0,0.0
86,232626,7,86,200,2000,2000,0.75,0.2,7,8,0.72,0.92,50,1451.49,0.0,0.0,19.24187880639518,0.0,0.0,31,0.22147816650321847,0,0.0
87,50775361,7,87,200,2000,2000,0.16,0.42,2,5,0.51,0.91,50,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
88,72339875,7,88,200,2000,2000,0.1,0.74,2,7,0.37,0.73,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
89,68965545,7,89,200,2000,2000,0.35,0.52,7,7,0.11,0.41,50,673.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
90,60880259,7,90,200,2000,2000,0.98,0.84,5,9,0.21,0.35,50,1960.38,0.0,0.0,13.36396647706062,0.0,0.0,2,0.4652674086035712,0,0.0
91,78117377,7,91,200,2000,2000,0.51,0.32,6,5,0.93,0.82,50,496.45,701.22,317.42,15.430084251228186,47.71950963704468,15.52686703749343,9,0.15895952118443854,2,0.8529753715123755
92,23224252,7,92,200,2000,2000,0.83,0.38,6,10,0.86,0.75,50,1631.19,0.0,0.0,17.45319168519042,0.0,0.0,22,0.1404813043659531,0,0.0
93,19053183,7,93,200,2000,2000,0.52,0.66,7,5,0.94,0.05,50,540.42,0.0,0.0,18.53546870192389,0.0,0.0,8,0.1840494394633193,0,0.0
94,12647334,7,94,200,2000,2000,0.52,0.07,2,9,0.16,0.38,50,1045.8,305.38,287.88,15.014659503298766,23.437909463089916,22.798368362670168,6,0.2623562810503903,12,0.7381652891238067
95,1477324,7,95,200,2000,2000,0.07,1.0,3,2,0.48,0.15,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
96,27631952,7,96,200,2000,2000,0.25,0.33,9,5,0.6,0.16,50,22.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
97,20260516,7,97,200,2000,2000,0.7,0.15,5,10,0.32,0.47,50,1413.1,721.33,571.77,23.013257048927255,251.98131101333686,198.56615295664062,24,0.24270236589188254,17,0.7976572190819605
98,25420019,7,98,200,2000,2000,0.95,0.5,9,6,0.15,0.88,50,1906.92,0.0,0.0,20.117991947508084,0.0,0.0,10,0.4380287675646401,0,0.0
99,79544117,7,99,200,2000,2000,0.95,0.2,4,2,0.91,0.35,50,1745.28,1268.68,1013.96,482.86838952244534,697.1735060944299,755.5140226362446,8,0.9223288894920293,8,0.9183886387457213
100,70272767,7,100,200,2000,2000,0.08,0.25,7,9,0.64,0.29,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
101,70485998,7,101,200,2000,2000,0.12,0.84,7,4,0.36,0.46,50,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
102,61272670,7,102,200,2000,2000,0.86,0.02,6,2,0.06,0.97,50,1780.0,1532.45,1391.84,117.73130424827545,268.33342598342085,251.7564187860957,2,0.5600635178988591,9,0.8993027430068631
103,34226984,7,103,200,2000,2000,1.0,0.45,3,1,0.97,0.21,50,2000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
104,36822497,7,104,200,2000,2000,0.8,0.69,9,6,0.91,0.8,50,1554.5,0.0,0.0,20.814177860295132,0.0,0.0,46,0.1342704798836646,0,0.0
105,5011832,7,105,200,2000,2000,0.96,0.06,8,9,0.78,0.31,50,1922.19,0.0,0.0,7.679446594644697,0.0,0.0,11,0.16637917790751464,0,0.0
106,2681090,7,106,200,2000,2000,0.38,0.21,2,10,0.37,0.04,50,505.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
107,66559461,7,107,200,2000,2000,0.48,0.4,5,8,0.38,0.37,50,923.52,0.0,0.0,4.938582792664309,0.0,0.0,2,0.7113438514776791,0,0.0
108,65348656,7,108,200,2000,2000,0.71,0.93,3,7,0.31,0.01,50,1437.11,0.0,0.0,22.55034146082937,0.0,0.0,18,0.17331193651196933,0,0.0
109,36705978,7,109,200,2000,2000,0.43,0.88,5,3,0.69,0.57,50,337.2,0.0,0.0,0.46904157598234303,0.0,0.0,25,0.33636363636363786,0,0.0
110,319971,7,110,200,2000,2000,0.62,0.55,4,5,0.95,0.92,50,1000.95,0.0,0.0,21.46176833348082,0.0,0.0,3,0.2747565443463252,0,0.0
111,84178887,7,111,200,2000,2000,0.7,0.56,3,6,0.69,1.0,50,1335.85,0.0,0.0,18.51019989087098,0.0,0.0,19,0.2751434867312171,0,0.0
112,90927575,7,112,200,2000,2000,0.26,0.7,7,9,0.87,0.7,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
113,65923670,7,113,200,2000,2000,0.41,0.36,7,2,0.26,0.01,50,755.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
114,47871145,7,114,200,2000,2000,0.34,0.72,5,3,0.72,0.64,50,58.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
115,13396308,7,115,200,2000,2000,0.3,0.76,6,5,0.11,0.98,50,371.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
116,64808990,7,116,200,2000,2000,0.09,0.46,3,7,0.89,0.04,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
117,91395813,7,117,200,2000,2000,0.09,0.23,6,10,0.3,0.88,50,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
118,37629096,7,118,200,2000,2000,0.97,0.77,8,9,0.98,0.91,50,1939.68,0.0,0.0,8.247278338943097,0.0,0.0,6,0.20243960386723422,0,0.0
119,31770057,7,119,200,2000,2000,0.18,0.52,9,5,0.3,0.64,50,34.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
120,34906887,7,120,200,2000,2000,0.77,0.08,9,5,0.23,0.41,50,1616.95,1301.07,1021.04,244.88300778126685,564.7199705163613,526.4264415851468,15,0.833055837362413,15,0.8478967071595387
121,75913387,7,121,200,2000,2000,0.77,0.02,4,5,0.41,0.45,50,1540.15,958.43,794.86,21.34449577760037,179.32820497623902,180.7038472196981,32,0.18502548906631536,10,0.9056420208350393
122,86955639,7,122,200,2000,2000,0.95,0.28,4,4,0.91,0.88,50,1897.14,0.0,0.0,10.774989559159675,0.0,0.0,36,0.20932351654257922,0,0.0
123,27902684,7,123,200,2000,2000,0.94,0.54,3,10,0.95,0.7,50,1876.82,0.0,0.0,9.83501906454685,0.0,0.0,13,0.1783336710514886,0,0.0
124,179807,7,124,200,2000,2000,0.56,0.59,1,5,0.59,0.87,50,1025.35,0.0,0.0,12.284441379240652,0.0,0.0,7,0.14204015704984874,0,0.0
125,37919401,7,125,200,2000,2000,0.39,0.4,1,9,0.71,0.64,50,168.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
126,18094920,7,126,200,2000,2000,0.49,0.06,5,1,0.98,0.88,50,526.1,1200.69,470.93,59.04616837695737,60.124154048102824,50.48093798653111,2,0.8554101736723603,2,0.8612123176709685
127,28583443,7,127,200,2000,2000,0.13,0.09,8,3,0.3,0.11,50,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
128,32755550,7,128,200,2000,2000,0.78,0.5,6,4,0.53,0.43,50,1546.38,0.0,0.0,16.694178626095987,0.0,0.0,41,0.13301607919177746,0,0.0
129,36498211,7,129,200,2000,2000,0.3,0.95,3,10,0.18,0.6,50,314.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
130,38016753,7,130,200,2000,2000,0.48,0.49,8,6,0.52,0.88,50,788.56,0.0,0.0,5.091797325110261,0.0,0.0,2,0.7415348062206863,0,0.0
131,89217228,7,131,200,2000,2000,0.29,0.71,1,6,0.19,0.56,50,309.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
132,42915647,7,132,200,2000,2000,0.6,0.52,1,8,0.22,0.36,50,1224.84,0.0,0.0,19.05923398250832,0.0,0.0,4,0.29766625263176444,0,0.0
133,42623044,7,133,200,2000,2000,0.91,0.17,4,7,0.87,0.97,50,1811.49,0.0,0.0,12.112386222375838,0.0,0.0,26,0.16510251864393605,0,0.0
134,43011062,7,134,200,2000,2000,0.94,0.54,7,2,0.54,0.82,50,1878.62,0.0,0.0,11.302017519009603,0.0,0.0,21,0.2436711143956736,0,0.0
135,89685356,7,135,200,2000,2000,0.71,0.73,9,4,0.79,0.36,50,1338.28,0.0,0.0,18.04831294054932,0.0,0.0,9,0.19266358365035355,0,0.0
136,90260010,7,136,200,2000,2000,0.95,0.23,4,8,0.4,0.01,50,1899.99,0.0,0.0,13.250279242340518,0.0,0.0,10,0.21188706036740917,0,0.0
137,45437223,7,137,200,2000,2000,0.77,0.04,3,6,0.9,0.55,50,1478.6,0.0,0.0,20.079840636817814,0.0,0.0,16,0.17813095238095225,0,0.0
138,70932502,7,138,200,2000,2000,0.44,0.69,9,10,0.67,0.75,50,408.13,0.0,0.0,1.4943560486042142,0.0,0.0,2,0.8146800411983343,0,0.0
139,89293005,7,139,200,2000,2000,0.18,0.37,7,1,0.26,0.97,50,53.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
140,49059034,7,140,200,2000,2000,0.11,0.18,2,8,0.13,0.19,50,42.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
141,71386142,7,141,200,2000,2000,0.57,0.73,7,9,0.3,0.45,50,1143.8,0.0,0.0,14.653327267211361,0.0,0.0,6,0.2984146795827123,0,0.0
142,14067833,7,142,200,2000,2000,0.88,0.88,5,3,0.98,0.71,50,1744.4,0.0,0.0,15.656947339759432,0.0,0.0,20,0.19218405808925554,0,0.0
143,8166548,7,143,200,2000,2000,0.29,0.13,9,2,0.56,0.63,50,52.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
144,77687283,7,144,200,2000,2000,0.08,0.8,9,5,0.8,0.9,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
145,35637255,7,145,200,2000,2000,0.96,0.62,5,1,0.35,0.84,50,1920.25,0.0,0.0,13.726161153068253,0.0,0.0,19,0.2735062298475379,0,0.0
146,52105784,7,146,200,2000,2000,0.52,0.7,2,5,0.04,0.04,50,1055.66,0.0,0.0,19.995109402051295,0.0,0.0,3,0.5920903621871095,0,0.0
147,85886389,7,147,200,2000,2000,0.25,0.55,9,5,0.44,0.39,50,70.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
148,69529441,7,148,200,2000,2000,0.7,0.67,5,5,0.83,0.83,50,1303.95,0.0,0.0,20.83908587246571,0.0,0.0,10,0.19606636462548988,0,0.0
149,99630981,7,149,200,2000,2000,0.1,0.12,4,6,0.92,0.79,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
150,69018570,7,150,200,2000,2000,0.34,0.47,1,8,0.11,0.88,50,543.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
151,91821734,7,151,200,2000,2000,0.66,0.06,7,2,0.93,0.26,50,1312.69,1585.26,942.48,83.75412765947718,77.42526977673374,92.18812070977475,10,0.8672446926470222,10,0.8725492055245585
152,63004157,7,152,200,2000,2000,0.05,0.78,2,8,0.81,0.21,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
153,47775731,7,153,200,2000,2000,0.93,0.01,6,3,0.9,0.1,50,1200.0,1400.0,600.0,757.3432511087691,741.7389028492438,862.2019485016257,10,0.8999999999999999,10,0.9
154,93438822,7,154,200,2000,2000,0.94,0.85,6,2,0.92,0.56,50,1876.15,0.0,0.0,10.288221420634375,0.0,0.0,28,0.17545241975483591,0,0.0
155,43525791,7,155,200,2000,2000,0.35,0.52,1,9,0.78,0.64,50,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
156,94303249,7,156,200,2000,2000,0.16,0.37,3,6,0.85,0.19,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
157,24962325,7,157,200,2000,2000,0.15,0.87,5,9,0.18,0.41,50,45.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
158,38530709,7,158,200,2000,2000,0.12,0.7,6,1,0.6,0.55,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
159,12992068,7,159,200,2000,2000,0.21,0.51,1,3,0.7,0.09,50,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
160,73597334,7,160,200,2000,2000,0.65,0.4,3,6,0.95,0.55,50,1109.69,0.0,0.0,22.65378334848287,0.0,0.0,25,0.1664787422453774,0,0.0
161,21748666,7,161,200,2000,2000,0.73,0.5,1,2,0.64,0.94,50,1418.84,0.0,0.0,20.622667140794373,0.0,0.0,41,0.1631930822507891,0,0.0
162,87033720,7,162,200,2000,2000,0.26,0.45,2,4,0.74,0.98,50,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
163,66483392,7,163,200,2000,2000,0.39,0.4,5,10,0.51,0.06,50,362.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
