,seed,n_exp,n_sim,num_weeks,num_agents,capacity,threshold,contagious_threshold,contagious_duration,SIR_AgentsRecoveryTime,people_memory_weight,contagious_thresholdNotPresent,num_contagious_agents,mean_attendance,mean_contagious,mean_present_contagious,std_attendance,std_contagious,std_present_contagious,argmax_acft_attendance,max_acft_attendance,argmax_acft_contagious,max_acft_contagious
0,71910656,7,0,200,2000,2000,0.27,0.32,5,1,0.1,0.15,50,275.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
1,24590447,7,1,200,2000,2000,0.73,0.7,7,3,0.85,0.81,50,1379.2,0.0,0.0,20.0124960961895,0.0,0.0,23,0.1993578027465668,0,0.0
2,11843223,7,2,200,2000,2000,0.67,0.68,9,4,0.88,0.9,50,1203.2,0.0,0.0,21.2419396477817,0.0,0.0,2,0.19090288551039397,0,0.0
3,90134345,7,3,200,2000,2000,0.21,0.84,9,1,0.56,0.01,50,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
4,66593190,7,4,200,2000,2000,0.23,0.11,9,7,0.51,0.82,50,23.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
5,9447265,7,5,200,2000,2000,0.93,0.49,7,1,0.88,0.24,50,1855.32,0.0,0.0,12.407159223609568,0.0,0.0,42,0.14774942574133926,0,0.0
6,40972936,7,6,200,2000,2000,0.35,0.39,3,4,0.96,0.22,50,0.37,0.0,0.0,0.6108191221630179,0.0,0.0,3,0.4122031626909677,0,0.0
7,76464411,7,7,200,2000,2000,0.92,0.06,2,7,0.92,0.44,50,1833.48,0.0,0.0,12.71886787414666,0.0,0.0,23,0.1352529028939924,0,0.0
8,14116389,7,8,200,2000,2000,0.37,0.22,6,9,0.73,0.75,50,102.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
9,17916046,7,9,200,2000,2000,0.09,0.93,2,2,0.07,0.97,50,43.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
10,77949270,7,10,200,2000,2000,0.55,0.16,3,3,0.52,0.51,50,1035.08,752.86,622.84,10.615724186319085,204.17463211672498,205.0609041236286,15,0.2073963383901124,7,0.9264446003054689
11,68144634,7,11,200,2000,2000,0.18,0.07,7,7,0.71,0.36,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
12,92535924,7,12,200,2000,2000,0.13,0.24,4,8,0.55,0.31,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
13,30543430,7,13,200,2000,2000,0.66,0.84,1,4,0.53,0.36,50,1286.24,0.0,0.0,18.037250344772623,0.0,0.0,18,0.13075711004775278,0,0.0
14,65939067,7,14,200,2000,2000,0.31,0.86,2,7,0.78,0.86,50,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
15,83235591,7,15,200,2000,2000,0.68,0.93,9,2,0.41,0.2,50,1360.62,0.0,0.0,16.60950330383182,0.0,0.0,12,0.25364646964066384,0,0.0
16,41583333,7,16,200,2000,2000,0.13,0.24,8,4,0.2,0.73,50,17.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
17,6222706,7,17,200,2000,2000,0.82,0.99,4,6,0.94,0.42,50,1600.86,0.0,0.0,18.327040132001674,0.0,0.0,18,0.14394252239785382,0,0.0
18,62336860,7,18,200,2000,2000,0.95,0.38,3,7,0.07,0.52,50,1915.16,0.0,0.0,35.24194092271309,0.0,0.0,2,0.8337357141062794,0,0.0
19,53639172,7,19,200,2000,2000,0.33,0.39,6,7,0.61,0.77,50,101.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
20,1981465,7,20,200,2000,2000,0.64,0.7,1,4,0.93,0.48,50,1083.14,0.0,0.0,20.477314277023734,0.0,0.0,4,0.19390617771040938,0,0.0
21,46752883,7,21,200,2000,2000,0.8,0.06,3,5,0.19,1.0,50,1642.93,862.96,763.04,29.15827669804922,165.11104869147914,143.1906365653844,2,0.43788587247947586,9,0.86702220052761
22,44872978,7,22,200,2000,2000,0.52,0.3,7,10,0.75,0.79,50,764.57,0.0,0.0,15.089900596094065,0.0,0.0,3,0.5905061107546559,0,0.0
23,61673647,7,23,200,2000,2000,0.08,0.43,4,6,0.57,0.61,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
24,73433010,7,24,200,2000,2000,0.36,0.03,4,7,0.37,0.61,50,371.0,156.59,156.59,0.0,123.9061011411464,123.9061011411464,0,0.0,12,0.8799279773314984
25,88207007,7,25,200,2000,2000,0.01,0.31,6,5,0.66,0.68,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
26,35968344,7,26,200,2000,2000,0.02,0.43,8,7,0.5,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
27,50650605,7,27,200,2000,2000,0.94,0.9,6,3,0.12,0.3,50,1892.3,0.0,0.0,33.40254481323242,0.0,0.0,2,0.7406049850770348,0,0.0
28,88816345,7,28,200,2000,2000,0.76,0.54,4,2,0.92,0.38,50,1451.19,0.0,0.0,20.09760931056229,0.0,0.0,12,0.1715005797027537,0,0.0
29,67621276,7,29,200,2000,2000,0.74,0.73,2,8,0.83,0.99,50,1409.47,0.0,0.0,17.87929249159485,0.0,0.0,12,0.17687099566395373,0,0.0
30,33901854,7,30,200,2000,2000,0.24,0.86,4,1,0.81,0.63,50,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
31,79368201,7,31,200,2000,2000,0.2,0.22,4,9,0.98,0.65,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
32,58032651,7,32,200,2000,2000,0.04,0.69,2,5,0.9,0.25,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
33,29901154,7,33,200,2000,2000,0.76,0.15,5,5,0.28,0.54,50,1544.05,1048.01,870.3,25.11389057872157,182.6224791749362,146.15413097138241,34,0.20686871489557365,11,0.8482317148143869
34,84136270,7,34,200,2000,2000,0.18,0.75,7,2,0.66,0.33,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
35,89766275,7,35,200,2000,2000,0.72,0.25,9,10,0.7,0.06,50,1383.8,0.0,0.0,17.363755354185336,0.0,0.0,19,0.19482719734660026,0,0.0
36,1714236,7,36,200,2000,2000,0.55,0.16,8,1,0.26,0.64,50,1105.61,1260.34,1004.91,18.29802994860376,15.86456428648452,19.6051498336534,6,0.36203940709263155,10,0.40131227839309863
37,83288053,7,37,200,2000,2000,0.11,0.6,3,10,0.9,0.63,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
38,83928533,7,38,200,2000,2000,0.29,0.39,2,1,0.63,0.61,50,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
39,51058214,7,39,200,2000,2000,0.21,0.04,8,7,0.05,0.54,50,142.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
40,3857041,7,40,200,2000,2000,0.75,0.34,6,8,0.69,0.19,50,1456.81,0.0,0.0,19.17117367299144,0.0,0.0,24,0.20175754127714476,0,0.0
41,66035314,7,41,200,2000,2000,0.19,0.53,5,3,0.13,0.58,50,80.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
42,92080934,7,42,200,2000,2000,0.09,0.94,4,3,0.88,0.81,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
43,57878364,7,43,200,2000,2000,0.06,0.13,6,6,0.35,0.95,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
44,59937922,7,44,200,2000,2000,0.19,0.29,2,3,0.34,0.39,50,39.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
45,48817407,7,45,200,2000,2000,0.85,0.58,2,7,0.68,0.37,50,1685.06,0.0,0.0,16.16219044560483,0.0,0.0,25,0.2366149292310896,0,0.0
46,24469249,7,46,200,2000,2000,0.63,0.29,5,2,0.46,0.74,50,1241.71,1264.7,953.53,16.454965815825933,219.42030443876428,223.43238149382017,33,0.0919969870652102,8,0.9166791005637729
47,18093185,7,47,200,2000,2000,0.07,0.53,4,4,0.66,0.55,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
48,71731202,7,48,200,2000,2000,0.66,0.44,9,5,0.51,0.88,50,1292.19,0.0,0.0,15.448427104401276,0.0,0.0,36,0.14119234590341917,0,0.0
49,28057877,7,49,200,2000,2000,0.52,0.04,2,6,0.27,0.16,50,1041.17,0.0,0.0,12.485235280121875,0.0,0.0,38,0.29702329531931704,0,0.0
50,2439148,7,50,200,2000,2000,0.7,0.36,4,8,0.07,0.35,50,1488.74,0.0,0.0,164.94639250374652,0.0,0.0,2,0.48109101169434143,0,0.0
