,seed,n_exp,n_sim,num_weeks,num_agents,capacity,threshold,contagious_threshold,contagious_duration,SIR_AgentsRecoveryTime,people_memory_weight,contagious_thresholdNotPresent,num_contagious_agents,mean_attendance,mean_contagious,mean_present_contagious,std_attendance,std_contagious,std_present_contagious,argmax_acft_attendance,max_acft_attendance,argmax_acft_contagious,max_acft_contagious
944,48741337,6,944,200,2000,2000,0.11,0.5,9,8,0.97,0.47,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
945,22949643,6,945,200,2000,2000,0.21,0.77,1,6,0.43,0.85,50,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
946,56144842,6,946,200,2000,2000,0.73,0.48,2,7,0.23,0.32,50,1500.34,0.0,0.0,23.32132929315994,0.0,0.0,3,0.239493782134586,0,0.0
947,36537372,6,947,200,2000,2000,0.6,0.29,6,3,0.4,0.34,50,1199.9,0.0,0.0,14.114885759367661,0.0,0.0,13,0.1871640817146011,0,0.0
948,63186464,6,948,200,2000,2000,0.66,0.19,2,5,0.1,0.5,50,1394.7,675.25,588.88,114.56897485794312,45.03717908572872,72.58240558151816,2,0.9179381611375851,8,0.7914817357479423
949,44983803,6,949,200,2000,2000,0.83,0.84,1,9,0.43,0.54,50,1660.42,0.0,0.0,19.42430436334851,0.0,0.0,21,0.2261986262521746,0,0.0
950,52626530,6,950,200,2000,2000,0.27,0.96,1,10,0.21,0.54,50,245.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
951,65661735,6,951,200,2000,2000,0.95,0.65,3,3,0.65,0.47,50,1898.33,0.0,0.0,12.848389004073622,0.0,0.0,29,0.1641345920277973,0,0.0
952,77208175,6,952,200,2000,2000,0.94,0.97,5,1,0.42,0.69,50,1879.88,0.0,0.0,12.730498811908355,0.0,0.0,25,0.2863581167132321,0,0.0
953,10399678,6,953,200,2000,2000,0.68,0.23,7,9,0.53,0.05,50,1331.05,0.0,0.0,16.591187419832252,0.0,0.0,6,0.19661002479406398,0,0.0
954,88446978,6,954,200,2000,2000,0.68,0.1,8,3,0.36,0.89,50,1362.82,1391.77,1043.92,20.5666623446781,50.999383329605074,41.02479250404564,19,0.22221607441920285,12,0.7855787639001341
955,79318342,6,955,200,2000,2000,0.22,0.54,5,7,0.72,0.76,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
956,7167987,6,956,200,2000,2000,0.4,0.84,9,10,0.01,0.01,50,798.96,0.0,0.0,0.1959591794226542,0.0,0.0,2,0.4991666666666493,0,0.0
957,76440441,6,957,200,2000,2000,0.22,0.55,9,1,0.62,0.34,50,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
958,57688292,6,958,200,2000,2000,0.94,0.92,9,5,0.24,0.56,50,1884.06,0.0,0.0,16.78143021318505,0.0,0.0,5,0.22941994855413242,0,0.0
959,33541303,6,959,200,2000,2000,0.84,0.72,2,10,0.89,0.54,50,1652.85,0.0,0.0,14.714193827729739,0.0,0.0,7,0.15524369825525686,0,0.0
960,44609910,6,960,200,2000,2000,0.51,0.34,3,7,0.16,0.14,50,1024.18,0.0,0.0,9.676135592270294,0.0,0.0,5,0.36491568725461315,0,0.0
961,69606573,6,961,200,2000,2000,0.15,0.81,4,3,0.96,0.72,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
962,58547441,6,962,200,2000,2000,0.53,0.31,6,7,0.63,0.93,50,908.98,631.95,479.53,14.242878922465078,214.4745381158332,212.67992171335777,4,0.4344057860707602,14,0.854674074311195
963,99899740,6,963,200,2000,2000,0.8,0.41,4,1,0.39,0.72,50,1600.97,1579.67,1345.17,22.26946564244414,23.059512137076972,23.977929435211873,19,0.2674084440699286,6,0.6943656715646018
964,11375872,6,964,200,2000,2000,0.54,0.59,7,7,0.99,0.19,50,855.67,0.0,0.0,38.035524184635605,0.0,0.0,3,0.6387878829980844,0,0.0
965,57937853,6,965,200,2000,2000,0.97,0.66,3,4,0.11,0.18,50,1944.38,0.0,0.0,19.053493118061056,0.0,0.0,2,0.5998516729488788,0,0.0
966,65288215,6,966,200,2000,2000,0.82,0.54,8,10,0.14,0.19,50,1689.94,0.0,0.0,33.33491262925403,0.0,0.0,2,0.6091545517146795,0,0.0
967,82505688,6,967,200,2000,2000,0.63,0.32,9,2,0.16,0.85,50,1306.36,1484.98,1109.99,26.567468829378534,22.422747378499363,27.399450724421467,3,0.2702939856373429,12,0.6397768564993488
968,80463872,6,968,200,2000,2000,0.91,0.96,5,8,0.26,0.84,50,1826.33,0.0,0.0,23.11884728960335,0.0,0.0,2,0.20981400839056796,0,0.0
969,78203523,6,969,200,2000,2000,0.94,0.5,6,1,0.73,0.72,50,1876.7,0.0,0.0,11.32121901563608,0.0,0.0,21,0.29429741749239274,0,0.0
970,92663174,6,970,200,2000,2000,0.75,0.25,2,9,0.45,0.8,50,1495.58,0.0,0.0,18.78732551482515,0.0,0.0,38,0.18039358166111183,0,0.0
971,85479157,6,971,200,2000,2000,0.46,0.25,2,5,0.27,0.83,50,919.31,340.1,339.1,1.5664928981645594,237.88587599939598,237.95388208642444,2,0.49108684135457836,8,0.9183441224010944
972,88888088,6,972,200,2000,2000,0.96,0.93,3,10,0.62,0.16,50,1919.08,0.0,0.0,9.653683234910911,0.0,0.0,36,0.15180115372729458,0,0.0
973,43804422,6,973,200,2000,2000,0.83,0.42,4,10,0.3,0.73,50,1672.64,0.0,0.0,21.781423277646482,0.0,0.0,12,0.16856771404193333,0,0.0
974,70577534,6,974,200,2000,2000,0.88,0.16,6,1,0.21,0.79,50,1777.89,1721.1,1562.33,29.316171305271094,130.62300716183194,110.71007677713894,2,0.41614171076234835,8,0.9021153684980461
975,53046852,6,975,200,2000,2000,0.48,0.88,4,6,0.38,0.47,50,923.01,0.0,0.0,4.9081462895883625,0.0,0.0,2,0.6026881805237878,0,0.0
976,88044467,6,976,200,2000,2000,0.65,0.95,8,7,0.05,0.71,50,1386.12,0.0,0.0,194.00238555234316,0.0,0.0,3,0.4987232636238491,0,0.0
977,27604031,6,977,200,2000,2000,0.98,0.29,8,8,0.77,0.53,50,1959.54,0.0,0.0,6.729665667772805,0.0,0.0,36,0.172949894454209,0,0.0
978,40373376,6,978,200,2000,2000,0.3,0.85,6,5,0.2,0.18,50,352.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
979,45802132,6,979,200,2000,2000,0.77,0.22,8,4,0.55,0.09,50,1521.39,0.0,0.0,17.094382118111202,0.0,0.0,27,0.20095939708005559,0,0.0
980,14471838,6,980,200,2000,2000,0.92,0.92,1,6,0.17,0.18,50,1852.24,0.0,0.0,21.46537677284049,0.0,0.0,2,0.5331008953855609,0,0.0
981,85261040,6,981,200,2000,2000,0.83,0.92,8,10,0.03,0.37,50,1737.39,0.0,0.0,174.8169840147118,0.0,0.0,3,0.4038462930533386,0,0.0
982,74921053,6,982,200,2000,2000,0.7,0.83,3,7,0.84,0.88,50,1302.06,0.0,0.0,21.85809689794608,0.0,0.0,44,0.18965653389326048,0,0.0
983,20314553,6,983,200,2000,2000,0.5,0.28,1,10,0.34,0.21,50,996.23,0.0,0.0,5.102656171054445,0.0,0.0,3,0.23842566952540784,0,0.0
984,18435126,6,984,200,2000,2000,0.16,0.09,7,5,0.56,0.82,50,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
985,405618,6,985,200,2000,2000,0.5,0.68,1,9,0.8,0.49,50,599.69,0.0,0.0,12.773171101962111,0.0,0.0,2,0.7034093454094568,0,0.0
986,94347964,6,986,200,2000,2000,0.22,0.22,9,7,0.54,0.44,50,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
987,12079032,6,987,200,2000,2000,0.47,0.68,1,10,0.26,0.07,50,939.9,0.0,0.0,2.958039891549808,0.0,0.0,2,0.36854857142857117,0,0.0
988,4687908,6,988,200,2000,2000,0.08,0.97,6,7,0.59,0.41,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
989,16222679,6,989,200,2000,2000,0.71,0.3,9,3,0.58,0.97,50,1386.42,1453.3,1073.67,16.990691569209304,248.7533919366729,249.66866263109594,7,0.17491971140722953,13,0.8790509799485278
990,97633731,6,990,200,2000,2000,0.8,0.82,2,5,0.63,0.93,50,1579.24,0.0,0.0,17.258690564466356,0.0,0.0,17,0.23274575105820677,0,0.0
991,42212784,6,991,200,2000,2000,0.64,0.58,1,2,0.72,0.84,50,1173.54,0.0,0.0,18.27917941265417,0.0,0.0,35,0.12504875371264457,0,0.0
992,60159526,6,992,200,2000,2000,0.35,0.04,4,3,0.78,0.12,50,39.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
993,13640937,6,993,200,2000,2000,0.66,0.34,1,6,0.43,0.31,50,1313.32,0.0,0.0,17.924776149229867,0.0,0.0,6,0.16499673822649158,0,0.0
994,11842958,6,994,200,2000,2000,0.84,0.47,1,8,0.44,0.17,50,1678.59,0.0,0.0,16.900352067338712,0.0,0.0,29,0.20590875909725412,0,0.0
995,38837808,6,995,200,2000,2000,0.37,0.82,9,4,0.13,0.6,50,666.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
996,4232601,6,996,200,2000,2000,0.86,0.06,9,5,0.7,0.29,50,1487.5,1331.02,818.52,447.36932170187976,506.29663202514,420.3463923956051,15,0.8475635920799368,15,0.8543701417596762
997,93321212,6,997,200,2000,2000,0.41,0.06,2,4,0.21,0.39,50,818.0,355.07,355.07,0.0,178.0968980639472,178.0968980639472,0,0.0,7,0.9307623818942212
998,86493932,6,998,200,2000,2000,0.96,0.44,6,6,0.76,0.75,50,1918.8,0.0,0.0,10.034938963441679,0.0,0.0,12,0.2384826216484606,0,0.0
999,99987107,6,999,200,2000,2000,0.13,0.02,9,7,0.38,0.94,50,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
1000,32258730,6,1000,200,2000,2000,0.08,0.74,9,3,0.58,0.05,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
