Epoch id,t,Attendance,Contagion,Present contagion,New infections,New infections cost,Recovered,Revenues,Total costs
4,1,1193,100,64,0,0,0,0,0
4,2,763,100,0,0,0,0,0,0
4,3,903,100,0,0,0,0,0,0
4,4,924,100,0,0,0,0,0,0
4,5,807,100,0,0,0,0,0,0
4,6,1108,712,68,612,91800,0,0,91800
4,7,657,936,247,224,33600,0,0,33600
4,8,674,1008,247,72,10800,0,0,10800
4,9,627,1008,131,0,0,0,0,0
4,10,649,1008,58,0,0,0,0,0
4,11,705,908,0,0,0,100,0,0
4,12,1253,1622,481,714,107100,0,0,107100
4,13,931,1698,796,76,11400,0,0,11400
4,14,713,1745,615,47,7050,0,0,7050
4,15,789,1779,692,34,5100,0,0,5100
4,16,793,1779,711,0,0,0,0,0
4,17,759,1167,249,0,0,612,0,0
4,18,1428,974,664,31,4650,224,0,4650
4,19,616,911,275,9,1350,72,0,1350
4,20,992,922,460,11,1650,0,0,1650
4,21,1203,932,553,10,1500,0,0,1500
4,22,682,937,318,5,750,0,0,750
4,23,1017,227,106,4,600,714,0,600
4,24,966,156,72,5,750,76,0,750
4,25,828,115,44,6,900,47,0,900
4,26,965,82,32,1,150,34,0,150
4,27,904,87,31,5,750,0,0,750
4,28,935,89,39,2,300,0,0,300
4,29,900,60,23,2,300,31,0,300
4,30,943,54,19,3,450,9,0,450
4,31,906,48,16,5,750,11,0,750
4,32,863,43,11,5,750,10,0,750
4,33,935,38,15,0,0,5,0,0
4,34,880,34,5,0,0,4,0,0
4,35,892,29,5,0,0,5,0,0
4,36,904,23,5,0,0,6,0,0
4,37,888,29,11,7,1050,1,0,1050
4,38,923,31,12,7,1050,5,0,1050
4,39,850,29,11,0,0,2,0,0
4,40,949,27,10,0,0,2,0,0
4,41,877,24,5,0,0,3,0,0
4,42,916,19,4,0,0,5,0,0
4,43,868,14,2,0,0,5,0,0
4,44,930,20,6,6,900,0,0,900
4,45,942,26,8,6,900,0,0,900
4,46,822,26,6,0,0,0,0,0
4,47,913,26,10,0,0,0,0,0
4,48,904,19,3,0,0,7,0,0
4,49,903,12,0,0,0,7,0,0
4,50,900,16,4,4,600,0,0,600
4,51,888,26,11,10,1500,0,0,1500
4,52,926,33,17,7,1050,0,0,1050
4,53,912,33,11,0,0,0,0,0
4,54,857,33,5,0,0,0,0,0
4,55,906,27,4,0,0,6,0,0
4,56,886,21,2,0,0,6,0,0
4,57,895,27,6,6,900,0,0,900
4,58,874,36,13,9,1350,0,0,1350
4,59,901,42,14,6,900,0,0,900
4,60,886,42,13,0,0,0,0,0
4,61,927,38,7,0,0,4,0,0
4,62,877,28,3,0,0,10,0,0
4,63,944,21,2,0,0,7,0,0
4,64,827,28,7,7,1050,0,0,1050
4,65,881,56,21,28,4200,0,0,4200
4,66,959,63,27,7,1050,0,0,1050
4,67,852,63,15,0,0,0,0,0
4,68,853,57,9,0,0,6,0,0
4,69,908,48,4,0,0,9,0,0
4,70,899,47,5,5,750,6,0,750
4,71,868,110,23,63,9450,0,0,9450
4,72,886,156,54,46,6900,0,0,6900
4,73,872,169,46,13,1950,0,0,1950
4,74,843,169,31,0,0,0,0,0
4,75,895,162,21,0,0,7,0,0
4,76,841,138,9,4,600,28,0,600
4,77,907,383,45,252,37800,7,0,37800
4,78,897,852,178,469,70350,0,0,70350
4,79,779,1076,314,224,33600,0,0,33600
4,80,608,1136,198,60,9000,0,0,9000
4,81,589,1131,127,0,0,5,0,0
4,82,646,1068,44,0,0,63,0,0
4,83,815,1550,156,528,79200,46,0,79200
4,84,1049,1628,831,91,13650,13,0,13650
4,85,627,1678,484,50,7500,0,0,7500
4,86,778,1711,625,33,4950,0,0,4950
4,87,839,1740,676,33,4950,4,0,4950
4,88,757,1512,461,24,3600,252,0,3600
4,89,1103,1061,530,18,2700,469,0,2700
4,90,825,850,293,13,1950,224,0,1950
4,91,935,798,332,8,1200,60,0,1200
4,92,940,804,324,6,900,0,0,900
4,93,913,810,348,6,900,0,0,900
4,94,940,286,99,4,600,528,0,600
4,95,965,199,65,4,600,91,0,600
4,96,860,167,41,18,2700,50,0,2700
4,97,971,147,47,13,1950,33,0,1950
4,98,893,122,31,8,1200,33,0,1200
4,99,926,100,24,2,300,24,0,300
4,100,922,82,11,0,0,18,0,0
